iso_code,language_name,longitude,latitude,area,continent,status,family,source
aiw,Aari,36.5721,5.95034,Africa,Africa,not endangered,South Omotic,daniel_aberra_aberra_1994
kbt,Abadi,146.992,-9.03389,Papunesia,Pacific,not endangered,Austronesian,oa_tentative_nodate
mij,Mungbam,10.2267,6.5805,Africa,Africa,shifting,Atlantic-Congo,das_gupta_phrase_1977
aau,Abau,141.324,-3.97222,Papunesia,Pacific,shifting,Sepik,lock_abau_2011
abq,Abaza,42.7273,41.1214,Eurasia,Europe,threatened,Abkhaz-Adyge,ketevan_lomtatidze_lomtatidze_1989
aba,Abé,-4.38497,5.59682,Africa,Africa,not endangered,Atlantic-Congo,gbery_studies_1987
abp,Abenlen Ayta,120.2,15.4131,Papunesia,Asia,shifting,Austronesian,nitsch_ayta_2009
abk,Abkhazian,41.159115,43.056218,Eurasia,Asia,threatened,Abkhaz-Adyge,spruit_abkhaz_1986
abr,Abron,-2.50289,7.72094,Africa,Africa,not endangered,Atlantic-Congo,dolphyne_brong_1979
aah,Abu' Arapesh,142.917031,-3.461612,Papunesia,?,shifting,Nuclear Torricelli,nekitel_sociolinguistic_1985
abz,Abui,124.588,-8.31058,Papunesia,Asia,shifting,Timor-Alor-Pantar,kratochvl_grammar_2007
kgr,Abun,132.416,-0.57073,Papunesia,Asia,shifting,?,berry_description_1999
tpx,Acatepec Me'phaa,-99.0602,17.1034,North America,Americas,not endangered,Otomanguean,NA
acn,Longchuan Achang,97.7438,24.3479,Eurasia,Asia,shifting,Sino-Tibetan,NA
aca,Achagua,-72.2005,4.38649,South America,Americas,shifting,Arawakan,wilson_descripcion_1992
acz,Acheron,30.3187,10.8827,Africa,Africa,threatened,Narrow Talodi,alamin_initial_2012
ace,Achinese,96.6032,3.90757,Eurasia,Asia,threatened,Austronesian,asyik_contextual_1987
acv,Achumawi,-121.191,41.0979,North America,Americas,nearly extinct,Palaihnihan,de_angulo_achumawi_1930
ach,Acoli,32.5147,3.57738,Africa,Africa,not endangered,Nilotic,kitching_outline_1907
fub,Adamawa Fulfulde,13.077338,8.140326,Africa,Africa,not endangered,Atlantic-Congo,taylor_grammar_1953
ada,Adangme,0.13243,5.9437,Africa,Africa,not endangered,Atlantic-Congo,dakubu_dangme_1987
adq,Adangbe,0.727155,6.50546,Africa,Africa,threatened,Atlantic-Congo,sprigge_collected_1967
adn,Adang,124.448,-8.18958,Papunesia,Asia,shifting,Timor-Alor-Pantar,robinson_adang_2014
ort,Kotia-Adivasi Oriya-Desiya,82.8487,18.1046,Eurasia,Asia,not endangered,Indo-European,gauda_study_1989
adt,Adnyamathanha,138.671,-30.1451,Australia,Pacific,shifting,Pama-Nyungan,b_ed_texts_2015
adr,Adonara,123.159,-8.32027,Papunesia,Asia,not endangered,Austronesian,michels_western_2017
ady,Adyghe,39.33,44,Eurasia,Asia,threatened,Abkhaz-Adyge,nikolaeva_quantifiers_2012
adz,Adzera,146.294,-6.39394,Papunesia,Pacific,threatened,Austronesian,susanne_morphology_1986
aar,Afar,41.8083,12.2281,Africa,Africa,not endangered,Afro-Asiatic,parker_prerequisities_1979
afr,Afrikaans,30,-22,Africa,Africa,not endangered,Indo-European,michaelis_afrikaans_2013
agd,Agarabi,145.917,-6.20604,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,loving_higher_1976
agq,Aghem,10.0807,6.38956,Africa,Africa,not endangered,Atlantic-Congo,hyman_aghem_1979
ggr,Aghu Tharnggalu,142.426,-13.735,Australia,Pacific,extinct,Pama-Nyungan,jolly_aghu_1989
ahh,Aghu,140.043,-6.34674,Papunesia,Asia,threatened,Nuclear Trans New Guinea,van_den_heuvel_aghu_2016
xag,Aghwan,47.126667,40.374444,Eurasia,?,extinct,Nakh-Daghestanian,gippert_caucasian_2008
agu,Aguacateco,-91.3153,15.3307,North America,Americas,threatened,Mayan,larsen_aguacatec_1983
agr,Aguaruna,-77.9218,-5.30044,South America,Americas,threatened,Chicham,overall_grammar_2007
msm,Agusan Manobo,125.742,8.62731,Papunesia,Asia,not endangered,Austronesian,verstraelen_elementary_1968
agn,Agutaynen,119.655,10.5328,Papunesia,Asia,not endangered,Austronesian,quakenbush_brief_2010
aha,Ahanta,-1.94657,4.85147,Africa,Africa,not endangered,Atlantic-Congo,mensah_anrindha-erelenza_1973
ahn,Àhàn,6.00896,7.44139,Africa,Africa,shifting,Atlantic-Congo,ogunmodimu_grammar_2015
thm,Thavung,104.229,17.7655,Eurasia,Asia,shifting,Austroasiatic,srisakorn_so_2008
aho,Ahom,88.464,27.2778,Eurasia,Asia,extinct,Tai-Kadai,phukan_introductory_1978
ail,Aimele,142.656,-6.68656,Papunesia,Pacific,shifting,Bosavi,aiton_grammatical_2016
ain,Hokkaido Ainu,142.46167,43.633654,Eurasia,Asia,nearly extinct,Ainu,NA
aib,Ainu (China),76.4209,39.2714,Eurasia,Asia,shifting,Turkic,wurm_ejnu_1996
ajg,Aja (Benin),1.64992,7.06634,Africa,Africa,not endangered,Atlantic-Congo,morley_grammar_2010
aji,Ajië,165.468,-21.3029,Papunesia,Pacific,not endangered,Austronesian,lichtenberk_sketch_1978
cpc,Ajyíninka Apurucayali,-74.61947,-9.82364,South America,Americas,threatened,Arawakan,payne_phonology_1981
abj,Aka-Bea,92.7818,12.3782,Eurasia,Asia,extinct,Great Andamanese,man_lords_1877
akj,Aka-Jeru,92.9504,13.1525,Eurasia,Asia,nearly extinct,Great Andamanese,abbi_unique_2012
ack,Aka-Kora,92.7466,12.0944,Eurasia,Asia,extinct,Great Andamanese,yadav_great_1985
aka,Akan,-1.33254,6.34756,Africa,Africa,not endangered,Atlantic-Congo,bellon_tshi_1911
ake,Akawaio,-60.862,6.16277,South America,Americas,threatened,Cariban,caesar-fox_zauronodok_2003
tsr,Akei,166.767,-15.6377,Papunesia,Pacific,not endangered,Austronesian,ray_grammar_1926
ahk,Akha,100.964,21.2309,Eurasia,Asia,not endangered,Sino-Tibetan,thurgood_sino-tibetan_2003
akv,Akhvakh,46.3037,42.4003,Eurasia,Europe,shifting,Nakh-Daghestanian,creissels_sketch_2020
akk,Akkadian,44.1,33.1,Eurasia,?,extinct,Afro-Asiatic,huehnergard_grammar_1997
akl,Aklanon,122.354,11.5543,Papunesia,Asia,not endangered,Austronesian,cruz_grammar_1968
bss,Akoose,9.65522,4.9243,Africa,Africa,not endangered,Atlantic-Congo,hedinger_grammar_2008
miw,Akoye,145.669,-7.66067,Papunesia,Pacific,shifting,Angan,whitney_akoye_1991
aqz,Akuntsu,-60.9716,-12.8322,South America,?,nearly extinct,Tupian,aragon_grammar_2014
akz,Alabama,-94.62848,30.76738,North America,Americas,shifting,Muskogean,scancarelli_alabama_2005
alw,Alaba-K'abeena,38.1732,7.39014,Africa,Africa,not endangered,Afro-Asiatic,schneider-blum_grammar_2007
mim,Alacatlatzala Mixtec,-98.4674,17.4944,North America,Americas,threatened,Otomanguean,zylstra_syntactic_1991
wbj,Alagwa,35.7231,-4.64148,Africa,Africa,shifting,Afro-Asiatic,mous_alagwa_2016
amp,Alamblak,143.316,-4.66307,Papunesia,Pacific,shifting,Sepik,bruce_grammar_1979
alh,Alawa,134.282,-15.5458,Australia,Pacific,nearly extinct,Mangarrayi-Maran,sharpe_alawa_1972
bhk,Inland-Buhi-Daraga Bikol,123.49,13.1989,Papunesia,Asia,?,Austronesian,fincke_sto_2002
gah,Alekano,145.387,-6.03901,Papunesia,Pacific,threatened,Nuclear Trans New Guinea,deibler_semantic_1976
ale,Aleut,-174.29,52.1228,North America,Americas,shifting,Eskimo-Aleut,aginsky_critical_1933
arq,Algerian Arabic,3.23033,35.4208,Africa,Africa,not endangered,Afro-Asiatic,souag_notes_2005
alq,Algonquin,-77.5258,47.3876,North America,Americas,threatened,Algic,schoolcraft_essary_1852
aol,Alorese,124.264,-8.20382,Papunesia,Asia,not endangered,Austronesian,klamer_short_2011
aes,Alsea-Yaquina,-123.94,44.408,North America,Americas,extinct,?,frachtenberg_alsea_1918
alp,Alune,128.394,-3.11477,Papunesia,Asia,threatened,Austronesian,NA
alz,Alur,31.0016,2.36213,Africa,Africa,not endangered,Nilotic,ringe_simple_1953
alr,Alutor,165.653,60.3844,Eurasia,Asia,moribund,Chukotko-Kamchatkan,kibrik_alutor_2004
aly,Alyawarr,136.835,-21.0427,Australia,Pacific,threatened,Pama-Nyungan,yallop_alyawarra_1977
amc,Amahuaca,-72.3208,-10.2012,South America,Americas,moribund,Pano-Tacanan,russell_syntactonemics_1959
?,Amam,146.958832,-7.849821,Papunesia,?,?,Goilalan,aki_tentative_2013
amn,Amanab,141.178,-3.51516,Papunesia,Pacific,shifting,Border,minch_essential_1991
amm,Ama (Papua New Guinea),141.658,-4.20192,Papunesia,Pacific,threatened,Left May,arsjo_words_1999
amg,Amurdak,132.878,-11.9876,Australia,Pacific,nearly extinct,Iwaidjan Proper,robert_handelsmann_towards_1991
aie,Amara,148.68,-5.55778,Papunesia,Pacific,shifting,Austronesian,william_ed_amara_1996
amr,Amarakaeri,-70.5533,-12.4931,South America,Americas,shifting,Harakmbut,NA
nyi,Ama (Sudan),29.4332,12.0993,Africa,Africa,not endangered,Nyimang,schadeberg_adjectives_1981
amk,Ambai,136.526,-1.88126,Papunesia,Asia,threatened,Austronesian,st-pierre-tanguay_grammar_2007
abs,Ambonese Malay,128.184,-3.71342,Papunesia,Asia,not endangered,Austronesian,minde_malayu_1997
abt,Ambulas,143.059,-3.7801,Papunesia,Pacific,threatened,Ndu,wilson_abulas_1973
adx,Amdo Tibetan,100.485,34.5177,Eurasia,Asia,not endangered,Sino-Tibetan,shis_ahp_nodate
aey,Amele,145.687,-5.29126,Papunesia,Pacific,threatened,Nuclear Trans New Guinea,roberts_amele_2016
amh,Amharic,39.543456,11.708182,Africa,Africa,not endangered,Afro-Asiatic,leslau_reference_1995
amy,Ami,130.04,-13.5573,Australia,Pacific,nearly extinct,Western Daly,ford_description_1998
ami,Amis,121.348,23.0917,Papunesia,Asia,threatened,Austronesian,NA
amo,Amo,8.65405,10.3229,Africa,Africa,not endangered,Atlantic-Congo,a_di_luzio_preliminary_1972
imi,Anamuxra,144.991,-4.63762,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,andrew_ingram_anamuxra_2001
grc,Ancient Greek,21.9129,39.8155,Eurasia,Europe,extinct,Indo-European,morwood_oxford_2002
hbo,Ancient Hebrew,35.1725,31.7761,Eurasia,Asia,extinct,Afro-Asiatic,huehnergard_pre-modern_2019
xna,Ancient North Arabian,?,?,Eurasia,?,extinct,Afro-Asiatic,woodard_ancient_2008
hca,Andaman Creole Hindi,92.738,11.676,Papunesia,Asia,not endangered,Indo-European,sharma_hindi_2005
xaa,Andalusian Arabic,?,?,Eurasia,?,extinct,Afro-Asiatic,corriente_descriptive_2013
aty,Aneityum,169.825,-20.1864,Papunesia,Pacific,shifting,Austronesian,lynch_anejom_1982
myo,Anfillo,34.647,8.568,Africa,Africa,shifting,Ta-Ne-Omotic,yigezu_anfillo_1995
njm,Angami Naga,93.8668,25.6841,Eurasia,Asia,threatened,Sino-Tibetan,giridhar_word_1991
agm,Angaataha,146.352,-7.15012,Papunesia,Pacific,not endangered,Angan,eko_tentative_2014
akh,Angal Heneng,143.478,-6.13347,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,williams_annual_1940
age,Angal,143.592,-6.0127,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,madden_introduction_nodate
anp,Angika,85.534,26.0047,Eurasia,Asia,threatened,Indo-European,dasgupta_ghatoali_1978
rme,Angloromani,-78,39,North America,Americas,not endangered,Mixed Language,leland_english_1874
agg,Angor,141.199,-3.7167,Papunesia,Pacific,shifting,Senagi,litteral_features_1980
aoa,Angolar,6.59486,0.11438,Africa,Africa,not endangered,Indo-European,lorenzino_angolar_1998
awg,Anguthimri,141.755,-12.395,Australia,?,extinct,Pama-Nyungan,dixon_mpakwithi_1981
blo,Anii,1.60169,9.11127,Africa,Africa,threatened,Atlantic-Congo,morton_temporal_2014
hnh,//Ani,22.9088,-19.0966,Africa,Africa,shifting,Khoe-Kwadi,zima_khoisan_2000
aoi,Anindilyakwa,136.6415,-13.99904,Australia,Pacific,shifting,Gunwinyguan,van_egmond_enindhilyakwa_2012
ypn,Ani Phowa,103.733,23.591,Eurasia,Asia,threatened,Sino-Tibetan,pelkey_phowa_2004
aig,Antigua and Barbuda Creole English,-61.821863,17.068263,North America,Americas,not endangered,Indo-European,farquhar_grammar_1974
anu,Anuak,34.0267,7.57714,Africa,Africa,not endangered,Nilotic,lusted_anywa_1976
cko,Anufo,0.56021,10.2839,Africa,Africa,not endangered,Atlantic-Congo,smye_grammar_2004
aud,Anuta,169.85,-11.61,Papunesia,Pacific,shifting,Austronesian,richard_feinberg_anutan_1977
anl,Anu,98.5945,23.3394,Eurasia,Asia,threatened,Sino-Tibetan,wright_hkongso_2009
njo,Ao Naga,94.3824,26.3241,Eurasia,Asia,threatened,Sino-Tibetan,coupe_grammar_2007
aou,A'ou,105.85,26.8,Eurasia,?,nearly extinct,Tai-Kadai,li_grammar_2014
xap,Apalachee,?,?,North America,?,extinct,Muskogean,kimball_grammatical_1987
apy,Apalaí,-54.7457,1.49792,South America,Americas,shifting,Cariban,pullum_apalai_1986
apt,Apatani,93.7284,27.1933,Eurasia,Asia,threatened,Sino-Tibetan,post_apatani_2014
apn,Apinayé,-47.6315,-6.10774,South America,Americas,shifting,Nuclear-Macro-Je,ham_apinaye_1961
app,Apma,168.189,-15.8559,Papunesia,Pacific,not endangered,Austronesian,schneider_grammar_2010
kbx,Ap Ma,144.085,-4.35147,Papunesia,Pacific,shifting,?,martha_l_wade_stratificational_1984
apu,Apurinã,-66.7714,-8.21692,South America,Americas,shifting,Arawakan,facundes_language_2000
akr,Araki,166.952542,-15.632997,Papunesia,Pacific,nearly extinct,Austronesian,francois_araki_2002
stk,Arammba,141.445,-8.29593,Papunesia,Pacific,not endangered,Morehead-Wasur,baku_tentative_2013
aro,Araona,-67.7293,-12.4242,South America,Americas,shifting,Pano-Tacanan,emkow_grammar_2006
arp,Arapaho,-108.81,43.3879,North America,Americas,moribund,Algic,zdenek_salzmann_arapaho_1967
arw,Lokono,-56.9243,5.64295,South America,Americas,moribund,Arawakan,pet_grammar_2011
arv,Arbore,36.7986,4.92183,Africa,Africa,shifting,Afro-Asiatic,hayward_arbore_1984
aqc,Archi,46.8267,42.3239,Eurasia,Europe,shifting,Nakh-Daghestanian,kibrik_archi_1994
alu,'Are'are,161.158,-9.20699,Papunesia,Pacific,not endangered,Austronesian,naitoro_sketch_2013
mwc,Are,149.999,-9.67147,Papunesia,Pacific,not endangered,Austronesian,paisawa_short_1976
qxu,Arequipa-La Unión Quechua,-72.6333,-15.1806,South America,Americas,not endangered,Quechuan,courtney_child_1998
agj,Argobba,39.756,10.6596,Africa,Africa,threatened,Afro-Asiatic,leslau_ethiopic_1997
arh,Arhuaco,-73.6363,10.7018,South America,Americas,threatened,Chibchan,frank_ika_1990
laz,Aribwatsa,146.991,-6.72266,Papunesia,Pacific,extinct,Austronesian,susanne_ed_aribwatsa_1997
aai,Arifama-Miniafia,149.246,-9.15565,Papunesia,Pacific,shifting,Austronesian,oyabua_tentative_2015
aqg,Arigidi,5.89556,7.56324,Africa,Africa,not endangered,Atlantic-Congo,oshodi_reference_2011
ari,Arikara,-98.7158,40.6473,North America,Americas,nearly extinct,Caddoan,parks_introduction_1979
?,Arizona Tewa,-110.381389,35.836667,North America,?,extinct,Kiowa-Tanoan,paul_v_kroskrity_aspects_1977
aps,Arop-Sissano,142.12,-3.06984,Papunesia,Pacific,not endangered,Austronesian,whitacre_aropsissano_1986
apr,Arop-Lokep,147.103,-5.31671,Papunesia,Pacific,not endangered,Austronesian,NA
aia,Arosi,161.432,-10.2441,Papunesia,Pacific,not endangered,Austronesian,capell_arosi_1971
atz,Arta,121.656,16.4185,Papunesia,Asia,nearly extinct,Austronesian,kimoto_preliminary_2014
prq,Ashéninka Perené,-74.9153,-10.9777,South America,Americas,threatened,Arawakan,mihas_essentials_2010
ask,Ashkun,70.37453,34.84277,Eurasia,Asia,shifting,Indo-European,morgenstierne_language_1929
csh,Asho Chin,93.5069,21.393,Eurasia,Asia,not endangered,Sino-Tibetan,fryer_khyeng_1875
asm,Assamese,91.2932,26.0876,Eurasia,Asia,not endangered,Indo-European,NA
asb,Assiniboine,-106.068,49.2923,North America,Americas,shifting,Siouan,cumberland_grammar_2005
aii,Assyrian Neo-Aramaic,43,36.75,Eurasia,Asia,threatened,Afro-Asiatic,NA
asr,Asuri,83.4562,21.5721,Eurasia,Asia,shifting,Austroasiatic,hahn_primer_1901
asa,Asu (Tanzania),37.8323,-4.17978,Africa,Africa,not endangered,Atlantic-Congo,kagaya_classified_1989
aqp,Atakapa,-93.0827,30.9121,North America,Americas,extinct,?,swanton_sketch_1929
atd,Ata Manobo,125.499,7.7789,Papunesia,Asia,not endangered,Austronesian,austin_attention_1966
tay,Atayal,121.388,24.5209,Papunesia,Asia,threatened,Austronesian,rau_grammar_1992
ate,Mand,144.806,-5.08137,Papunesia,Pacific,nearly extinct,Nuclear Trans New Guinea,daniels_mand_2015
aph,Athpariya,87.3296,26.8794,Eurasia,Asia,shifting,Sino-Tibetan,NA
atk,Ati,122.512,11.1539,Papunesia,Asia,shifting,Austronesian,pennoyer_inati_1986
atj,Atikamekw,-73.7989,47.9555,North America,Americas,threatened,Algic,cooper_tete--boule_1945
aot,Atong (India),90.658722,25.346508,Eurasia,Asia,shifting,Sino-Tibetan,van_breugel_grammar_2008
atw,Atsugewi,-120.661,40.4271,North America,Americas,extinct,Palaihnihan,angulo_atsugewi_1929
ocu,Atzingo Matlatzinca,-99.9239,19.3871,North America,Americas,shifting,Otomanguean,muntzel_structure_1986
avt,Au,142.105,-3.53277,Papunesia,Pacific,shifting,Nuclear Torricelli,scorza_au_1976
avn,Avatime,0.41314,6.8688,Africa,Africa,not endangered,Atlantic-Congo,ford_aspects_1971
ave,Avestan,53.633,31.541,Eurasia,Asia,extinct,Indo-European,beekes_grammar_1988
avu,Avokaya,29.9379,4.38639,Africa,Africa,not endangered,Central Sudanic,dimmendaal_notes_1986
awk,Awabakal,151.43555,-33.12847,Australia,Pacific,extinct,Pama-Nyungan,threlkeld_language_1858
vwa,Ximeng-Menglian Awa,99.4833,22.75,Eurasia,Asia,threatened,Austroasiatic,NA
kwi,Awa-Cuaiquer,-78.3401,1.21652,South America,Americas,threatened,Barbacoan,curnow_grammar_1997
awa,Awadhi,82.4663,27.5907,Eurasia,Asia,not endangered,Indo-European,NA
bcu,Awad Bing,146.355,-5.59896,Papunesia,Pacific,not endangered,Austronesian,tryon_awad_1998
awb,Awa (Papua New Guinea),145.714,-6.65534,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,mckaughan_outline_1973
awx,Awara,146.372,-6.16986,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
aya,Awar,144.836,-4.13554,Papunesia,Pacific,moribund,Lower Sepik-Ramu,levy_tentative_2002
awe,Awetí,-53.391944,-12.381944,South America,Americas,shifting,Tupian,reiter_ideophones_2011
auy,Awiyaana,145.76,-6.54079,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,marks_kosena_1974
auj,Awjilah-Foqaha,21.1819,29.2341,Africa,Africa,shifting,Afro-Asiatic,putten_grammar_2013
awn,Awngi,36.6916,10.9819,Africa,Africa,not endangered,Afro-Asiatic,allene_grammar_2016
kmn,Awtuw,141.928,-3.53129,Papunesia,Pacific,shifting,Sepik,feldman_grammar_1986
afu,Awutu,-0.59545,5.42441,Africa,Africa,shifting,Atlantic-Congo,obeng_efutu_2008
yix,Axi Yi,103.713,24.6009,Eurasia,Asia,threatened,Sino-Tibetan,NA
ayd,Yintyinka-Ayabadhu,142.893,-14.6652,Australia,Pacific,nearly extinct,Pama-Nyungan,verstraete_grammar_2015
quy,Ayacucho Quechua,-74.32246,-13.84714,South America,Americas,not endangered,Quechuan,parker_ayacucho_1969
ayo,Ayoreo,-60.217495,-19.220055,South America,Americas,shifting,Zamucoan,bertinetto_ayoreo_2009
miy,Ayutla Mixtec,-98.9916,16.8833,North America,Americas,threatened,Otomanguean,bradley_syntactic_1990
yiz,Azhe,103.441,24.405,Eurasia,Asia,not endangered,Sino-Tibetan,NA
bba,Baatonum,2.99607,9.63186,Africa,Africa,not endangered,Atlantic-Congo,welmers_notes_1952
bbw,Baba,10.5216,6.11222,Africa,Africa,not endangered,Atlantic-Congo,pepandze_morpho-syntax_2005
bbk,Babanki,10.2869,5.97863,Africa,Africa,not endangered,Atlantic-Congo,akumbu_pedagogic_2012
mbf,Baba Malay,103.076,1.75414,Eurasia,Asia,nearly extinct,Austronesian,lee_grammar_2014
baa,Babatana,157.149,-7.22281,Papunesia,Pacific,not endangered,Austronesian,ray_grammar_1926-1
bcr,Babine,-126.41,55.0997,North America,Americas,moribund,Athabaskan-Eyak-Tlingit,hargus_witsuwiten_2007
bzg,Babuza,120.585,24.0017,Papunesia,Asia,extinct,Austronesian,he_notes_2005
xbc,Bactrian,?,?,Eurasia,?,extinct,Indo-European,gholami_selected_2009
bfq,Badaga,76.5974,11.3094,Eurasia,Asia,shifting,Dravidian,ramaswami_balakrishnan_badaga_1999
bde,Bade,10.6557,12.789,Africa,Africa,not endangered,Afro-Asiatic,kaye_nominal_2007
bia,Badimaya,117.246,-29.0647,Australia,Pacific,extinct,Pama-Nyungan,l_ed_badimaya_1988
pbp,Jaad-Badyara,-13.4759,12.6425,Africa,Africa,threatened,Atlantic-Congo,cover_aspect_2010
bwt,Bafaw-Balong,9.522,4.53307,Africa,Africa,not endangered,Atlantic-Congo,chia_bafaw_2011
bfj,Bafanji,10.4518,5.84612,Africa,Africa,not endangered,Atlantic-Congo,NA
ksf,Bafia,11.0982,4.72603,Africa,Africa,not endangered,Atlantic-Congo,nurse_kpa_2003
bfd,Bafut,10.1194,6.14153,Africa,Africa,not endangered,Atlantic-Congo,tamanji_sketch_2010
bsp,Baga Sitemu,-14.4756,10.4793,Africa,Africa,shifting,Atlantic-Congo,ganong_features_1998
bgo,Baga Koga,-13.947,10.1286,Africa,Africa,shifting,Atlantic-Congo,relich_general_1973
bmi,Bagirmi,14.769495,11.52392,Africa,Africa,not endangered,Central Sudanic,keegan_bagirmi_2016
bgq,Bagri,71.453,28.6036,Eurasia,Asia,not endangered,Indo-European,gusain_descriptive_1999
yha,Baha Buyang,104.449,23.0105,Eurasia,Asia,moribund,Tai-Kadai,NA
bdw,Baham,132.637,-3.10628,Papunesia,Asia,threatened,West Bomberai,flassy_inflections_2002
abv,Baharna Arabic,50.580811,26.223615,Eurasia,Asia,not endangered,Afro-Asiatic,holes_bahraini_1983
bah,Bahamas Creole English,-77.390587,25.032149,North America,Americas,not endangered,Indo-European,kortmann_bahamian_2004
bhj,Bahing,86.3949,27.3323,Eurasia,Asia,nearly extinct,Sino-Tibetan,rapacha_kiranti-bayung_2008
bdq,Bahnar,108.471,14.0476,Eurasia,Asia,not endangered,Austroasiatic,mo_odrong_1973
bkx,Baikeno,124.256,-9.32991,Papunesia,Asia,threatened,Austronesian,hull_baikenu_2001
bqh,Baima,103.952,33.1001,Eurasia,Asia,shifting,Sino-Tibetan,sun_is_2003
bsw,Baiso,37.7681,6.44892,Africa,Africa,shifting,Afro-Asiatic,kebebew_grammatical_2018
bjs,Bajan,-59.5346,13.1365,North America,Americas,not endangered,Indo-European,arends_early_1995
bjm,Bajelani,42.9867,33.9498,Eurasia,Asia,threatened,Indo-European,mackenzie_bajani_1956
bkc,Baka (Cameroon),13.7804,2.16013,Africa,Africa,threatened,Atlantic-Congo,leonard_pragmatic_2005
bqi,Bakhtiari,49.7713,32.0163,Eurasia,Asia,not endangered,Indo-European,anonby_bakhtiari_nodate
bki,Baki,168.165,-16.7096,Papunesia,Pacific,shifting,Austronesian,NA
bkh,Bakoko,9.99905,3.56518,Africa,Africa,not endangered,Atlantic-Congo,fraser_grammar_1891
kme,Bakole,8.97387,4.43654,Africa,Africa,shifting,Atlantic-Congo,asobo_noun_1989
ble,Balanta-Kentohe,-15.3221,11.8203,Africa,Africa,not endangered,Atlantic-Congo,wilson_outline_1961
bjt,Balanta-Ganja,-15.6658,12.5382,Africa,Africa,not endangered,Atlantic-Congo,fudeman_topics_1999
blw,Balangao,121.272,17.0994,Papunesia,Asia,not endangered,Austronesian,shetler_notes_1976
sse,Balangingi,121.686646,6.011614,Papunesia,Asia,not endangered,Austronesian,gault_ergative_1999
blz,Balantak,123.289,-0.86809,Papunesia,Asia,not endangered,Austronesian,van_den_berg_grammar_2012
ban,Balinese,115.075,-8.35714,Papunesia,Asia,not endangered,Austronesian,NA
rmn,Balkan Romani,21.17,42.67,Eurasia,Europe,not endangered,Indo-European,NA
rml,Baltic Romani,38,60,Eurasia,Europe,threatened,Indo-European,tenser_northeastern_2008
bft,Balti,77.2859,34.4491,Eurasia,Asia,not endangered,Sino-Tibetan,read_balti_1934
blq,Paluai,147.282,-2.5604,Papunesia,Pacific,not endangered,Austronesian,schokkin_grammar_2014
myf,Bambassi,34.6522,9.82554,Africa,Africa,shifting,Blue Nile Mao,ahland_grammar_2012
bmo,Bambalang,10.544,5.861,Africa,Africa,not endangered,Atlantic-Congo,wright_noun_2009
baw,Bambili-Bambui,10.2233,6.10821,Africa,Africa,not endangered,Atlantic-Congo,ayuninjam_mbili_1994
bam,Bambara,-9.98949,12.0401,Africa,Africa,not endangered,Mande,bird_kan_1977
ptu,Bambam,119.201,-3.02759,Papunesia,Asia,not endangered,Austronesian,campbell_aspects_1989
bax,Bamun,10.8477,5.49017,Africa,Africa,not endangered,Atlantic-Congo,nchare_grammar_2012
bjx,Banao Itneg,121.05,17.5643,Papunesia,Asia,not endangered,Austronesian,ramos_verbal_1970
bqj,Bandial,-16.4245,12.5258,Africa,Africa,shifting,Atlantic-Congo,watson_kujireray_2015
bza,Bandi,-10.1684,7.73729,Africa,Africa,not endangered,Mande,grossmann_discourse_1992
bjb,Banggarla,136.079,-33.3036,Australia,Pacific,extinct,Pama-Nyungan,clendon_clamor_2015
bni,Bangi,17.227,-0.87437,Africa,Africa,not endangered,Atlantic-Congo,whitehead_grammar_1964
dba,Bangime,-3.77092,14.8116,Africa,Africa,shifting,?,heath_grammar_2018
bgz,Banggai,123.171,-1.58305,Papunesia,Asia,shifting,Austronesian,NA
bvv,Avane,-67.5633,5.26123,South America,Americas,extinct,Arawakan,NA
bwi,Baniwa do Icana,-67.7704,2.17859,South America,Americas,shifting,Arawakan,NA
dbw,Bankan Tey Dogon,-2.92,15.06,Africa,?,shifting,Dogon,heath_grammar_2014
bcm,Bannoni,155.128,-6.23061,Papunesia,Pacific,not endangered,Austronesian,lincoln_describing_1976
bap,Bantawa,87.04738,27.12147,Eurasia,Asia,shifting,Sino-Tibetan,doornenbal_grammar_2009
bci,Baoulé,-4.76565,5.42509,Africa,Africa,not endangered,Atlantic-Congo,timyan_discourse-based_1977
brd,Baraamu,85.0584,28.3768,Eurasia,Asia,nearly extinct,Sino-Tibetan,kansakar_grammar_2011
kys,Baram Kayan,114.482,3.51211,Papunesia,Asia,threatened,Austronesian,NA
bsn,Barasana-Eduria,-70.808,0.02193,South America,Americas,shifting,Tucanoan,jones_barasano_1991
boi,Barbareño,-119.699,34.462,North America,Americas,extinct,Chumashan,beeler_barbareno_1976
bcj,Bardi,122.906,-16.6274,Australia,Pacific,nearly extinct,Nyulnyulan,bowern_grammar_2012
bae,Baré,-66.828,1.91649,South America,Americas,nearly extinct,Arawakan,aikhenvald_bare_1995
bva,Barain,18.0764,11.1168,Africa,Africa,shifting,Afro-Asiatic,lovestrand_linguistic_2012
