iso_code,language_name,longitude,latitude,area,continent,status,family,source
sng,Sanga (Democratic Republic of Congo),26.8462,-10.0236,Africa,Africa,not endangered,Atlantic-Congo,NA
sxn,Sangir,125.481047,5.444878,Papunesia,Asia,not endangered,Austronesian,NA
ysn,Sani,103.759,24.278,Eurasia,Asia,not endangered,Sino-Tibetan,NA
sny,Saniyo-Hiyewe,142.369,-4.4376,Papunesia,Pacific,shifting,Sepik,NA
zab,San Juan Guelavía Zapotec,-96.5967,17.0332,North America,Americas,shifting,Otomanguean,NA
poe,San Juan Atzingo Popoloca,-97.37923,18.22245,North America,Americas,threatened,Otomanguean,NA
msc,Sankaran Maninka,-10.569,10.0962,Africa,Africa,not endangered,Mande,NA
huv,San Mateo del Mar Huave,-95.0077,16.2129,North America,Americas,threatened,Huavean,NA
qvs,San Martín Quechua,-76.6608,-6.9582,South America,Americas,moribund,Quechuan,NA
mig,San Miguel El Grande Mixtec,-97.5432,17.0777,North America,Americas,threatened,Otomanguean,NA
san,Sanskrit,77,20,Eurasia,Asia,not endangered,Indo-European,NA
ssi,Sansi,72.6838,28.7364,Eurasia,Asia,shifting,Indo-European,NA
sat,Santali,87.8185,25.0317,Eurasia,Asia,threatened,Austroasiatic,NA
hvv,Santa María del Mar Huave,-94.8159,16.2167,North America,Americas,threatened,Huavean,NA
zpi,Santa María Quiegolani Zapotec,-96.0486,16.033,North America,Americas,not endangered,Otomanguean,NA
xsu,Sanumá,-67.6498,1.31875,South America,Americas,shifting,Yanomamic,NA
cri,Sãotomense,6.61935,0.28332,Africa,Africa,threatened,Indo-European,NA
sps,Saposa,154.732,-5.64103,Papunesia,Pacific,not endangered,Austronesian,NA
spu,Sapuan,106.843,15.3692,Eurasia,Asia,not endangered,Austroasiatic,jacq_sapuan_1999
kwv,Sara Kaba Náà,19.2566,9.39388,Africa,Africa,not endangered,Central Sudanic,NA
bps,Sarangani Blaan,125.354,6.03691,Papunesia,Asia,not endangered,Austronesian,NA
mbs,Sarangani Manobo,125.499,5.84903,Papunesia,Asia,not endangered,Austronesian,NA
sar,Saraveca,-65.3945,-11.9423,South America,Americas,extinct,Arawakan,NA
srm,Saramaccan,-54.0238,4.54729,South America,Americas,not endangered,Indo-European,NA
srh,Sarikoli,75.1449,37.905,Eurasia,Asia,threatened,Indo-European,kim_topics_2017
srs,Sarsi,-114.301,50.8822,North America,Americas,nearly extinct,Athabaskan-Eyak-Tlingit,NA
onp,Sartang,92.409383,27.375914,Eurasia,Asia,not endangered,Sino-Tibetan,NA
sas,Sasak,116.284,-8.58349,Papunesia,Asia,not endangered,Austronesian,NA
stw,Satawalese,147.038,7.36084,Papunesia,Pacific,shifting,Austronesian,roddy_sketch_2007
skc,Ma Manda,146.759,-6.31958,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
saz,Saurashtra,77.9427,9.99172,Eurasia,Asia,not endangered,Indo-European,NA
mjt,Sauria Paharia,87.6432,24.8124,Eurasia,Asia,threatened,Dravidian,steever_dravidian_2020
psu,Sauraseni Prakrit,?,?,Eurasia,?,moribund,Indo-European,NA
svs,Savosavo,159.814,-9.12853,Papunesia,Pacific,shifting,?,NA
swt,Sawila,125.078,-8.29105,Papunesia,Asia,shifting,Timor-Alor-Pantar,NA
say,Saya,9.71748,9.69441,Africa,Africa,threatened,Afro-Asiatic,NA
pos,Sayula Popoluca,-94.9531,17.8606,North America,Americas,shifting,Mixe-Zoque,NA
?,Scanian,14,56.5,Eurasia,?,threatened,Indo-European,NA
sco,Scots,-3.710133,55.886945,Eurasia,Europe,threatened,Indo-European,NA
gla,Scottish Gaelic,-5.24366,56.7574,Eurasia,Europe,shifting,Indo-European,NA
sgw,Sebat Bet Gurage,37.9891,8.11879,Africa,Africa,not endangered,Afro-Asiatic,NA
sec,Sechelt,-123.765,49.4757,North America,Americas,nearly extinct,Salishan,NA
sed,Sedang,108.027,14.7793,Eurasia,Asia,not endangered,Austroasiatic,smith_sedang_1979
ssg,Seimat,145.074,-1.5297,Papunesia,Pacific,not endangered,Austronesian,wilson_seimat_2005
skj,Seke (Nepal),83.8064,28.9251,Eurasia,Asia,shifting,Sino-Tibetan,NA
ske,Seke (Vanuatu),168.197,-15.8839,Papunesia,Pacific,shifting,Austronesian,NA
lip,Sekpele,0.5886,7.16751,Africa,Africa,threatened,Atlantic-Congo,NA
slu,Selaru,130.961,-8.18376,Papunesia,Asia,threatened,Austronesian,NA
sly,Selayar,120.496,-6.10145,Papunesia,Asia,not endangered,Austronesian,NA
snw,Selee,0.42458,7.17462,Africa,Africa,shifting,Atlantic-Congo,NA
spl,Selepet,147.234,-6.03532,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
sel,Selkup,82.3004,59.9409,Eurasia,Asia,shifting,Uralic,NA
szc,Semaq Beri,102.816,4.1217,Eurasia,Asia,shifting,Austroasiatic,NA
sea,Semai,101.477,4.13257,Eurasia,Asia,threatened,Austroasiatic,NA
sdm,Onya Darat,110.527,-0.75188,Papunesia,Asia,not endangered,Austronesian,NA
sza,Semelai,102.806,2.82799,Eurasia,Asia,threatened,Austroasiatic,NA
smy,Semnani-Biyabuneki,53.2868,35.5295,Eurasia,Asia,threatened,Indo-European,NA
syn,Senaya,51.4363,35.7776,Eurasia,Asia,shifting,Afro-Asiatic,NA
see,Seneca,-77.53,42.56,North America,Americas,nearly extinct,Iroquoian,NA
sez,Senthang Chin,93.8087,21.8936,Eurasia,Asia,not endangered,Sino-Tibetan,NA
skr,Saraiki,71.906,29.5534,Eurasia,Asia,not endangered,Indo-European,NA
srr,Sereer,-16.3916,13.8941,Africa,Africa,not endangered,Atlantic-Congo,NA
sei,Seri,-112.384,28.9877,North America,Americas,shifting,?,NA
kqu,Seroa,22.0021,-33.0386,Africa,Africa,extinct,Tuu,NA
ser,Serrano,-116.772,33.9479,North America,Americas,extinct,Uto-Aztecan,NA
srw,Serua,128.966,-3.21229,Papunesia,Asia,extinct,Austronesian,NA
srk,Serudung Murut,117.279,4.39954,Papunesia,Asia,threatened,Austronesian,NA
crs,Seselwa Creole French,55.4503,-4.62314,Africa,Africa,not endangered,Indo-European,NA
ojs,Severn Ojibwa,-89.9331,53.9092,North America,Americas,threatened,Algic,NA
ksw,S'gaw Karen,97.7126,17.9872,Eurasia,Asia,not endangered,Sino-Tibetan,gilmore_grammar_1898
sbf,Shabo,35.223,7.64407,Africa,Africa,moribund,?,NA
shm,Shahrudi,50.2074,36.7581,Eurasia,Asia,shifting,Indo-European,NA
ksb,Shambala,38.29,-4.8,Africa,Africa,not endangered,Atlantic-Congo,NA
shn,Shan,98.0342,21.5995,Eurasia,Asia,not endangered,Tai-Kadai,NA
sht,Shasta,-122.738,41.7587,North America,Americas,extinct,Shastan,NA
shj,Shatt,29.7687,10.8525,Africa,Africa,threatened,Dajuic,NA
sjw,Shawnee,-96.7635,35.354,North America,Americas,moribund,Algic,NA
shx,She,114.814,23.0399,Eurasia,Asia,moribund,Hmong-Mien,NA
shv,Jibbali,53.99526,17.29154,Eurasia,Asia,shifting,Afro-Asiatic,NA
swv,Shekhawati,75.407,27.34,Eurasia,Asia,not endangered,Indo-European,NA
she,Sheko,35.2826,7.05022,Africa,Africa,threatened,Dizoid,NA
xsr,Solu-Khumbu Sherpa,86.9994,27.674,Eurasia,Asia,shifting,Sino-Tibetan,NA
sdp,Mey,92.5799,27.0035,Eurasia,Asia,shifting,Sino-Tibetan,NA
bun,Sherbro,-12.7405,7.77585,Africa,Africa,extinct,Atlantic-Congo,NA
ssh,Shihhi Arabic,56.1711,25.939,Eurasia,Asia,not endangered,Afro-Asiatic,NA
shr,Shi,28.6122,-2.55777,Africa,Africa,not endangered,Atlantic-Congo,NA
shk,Shilluk,31.7926,9.85472,Africa,Africa,not endangered,Nilotic,NA
scl,Shina,75.287,34.6515,Eurasia,Asia,not endangered,Indo-European,NA
shp,Shipibo-Conibo,-74.8219,-7.17105,South America,Americas,threatened,Pano-Tacanan,NA
sxg,Shixing,100.4,28.3895,Eurasia,Asia,shifting,Sino-Tibetan,NA
sle,Sholaga,77.2211,11.9458,Eurasia,Asia,threatened,Dravidian,NA
sna,Shona,29.75725,-17.20849,Africa,Africa,not endangered,Atlantic-Congo,NA
shh,Shoshoni,-116,41,North America,Americas,shifting,Uto-Aztecan,NA
jiv,Shuar,-78.1892,-3.45136,South America,Americas,threatened,Chicham,NA
sgh,Shughni,71.7925,37.5018,Eurasia,Asia,threatened,Indo-European,NA
sts,Shumashti,70.5696,34.4756,Eurasia,Asia,moribund,Indo-European,NA
shs,Shuswap,-119.667,50.8734,North America,Americas,shifting,Salishan,kuipers_shuswap_1974
pll,Shwe Palaung,97.7972,23.6729,Eurasia,Asia,not endangered,Austroasiatic,NA
sif,Siamou,-4.92143,10.998,Africa,Africa,not endangered,?,NA
snp,Siane,145.247,-6.13188,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
sjr,Siar-Lak,152.892,-4.62059,Papunesia,Pacific,not endangered,Austronesian,NA
iii,Sichuan Yi,102.121,28.1947,Eurasia,Asia,not endangered,Sino-Tibetan,gerner_grammar_2013
scn,Sicilian,14.0414,37.5735,Eurasia,Europe,threatened,Indo-European,NA
sep,Sìcìté Sénoufo,-5.28932,11.1789,Africa,Africa,not endangered,Atlantic-Congo,NA
sid,Sidamo,38.3729,6.74176,Africa,Africa,not endangered,Afro-Asiatic,NA
erg,Sie,169.166,-18.8181,Papunesia,Pacific,not endangered,Austronesian,NA
zaa,Sierra de Juárez Zapotec,-96.6191,17.4219,North America,Americas,threatened,Otomanguean,NA
sky,Sikaiana,162.72952,-8.378194,Papunesia,Pacific,shifting,Austronesian,NA
ski,Sika,122.38,-8.67302,Papunesia,Asia,not endangered,Austronesian,fricke_topics_2014
sip,Sikkimese,88.59153,27.85795,Eurasia,Asia,not endangered,Sino-Tibetan,NA
bla,Siksika,-113.109,49.0669,North America,Americas,shifting,Algic,NA
mks,Silacayoapan Mixtec,-98.1163,17.5541,North America,Americas,threatened,Otomanguean,NA
sbq,Sirva,145.225,-4.98243,Papunesia,Pacific,shifting,Nuclear Trans New Guinea,NA
stv,Silt'e,38.1449,7.77004,Africa,Africa,not endangered,Afro-Asiatic,NA
sbb,Simbo,156.541,-8.26947,Papunesia,Pacific,not endangered,Austronesian,NA
smr,Simeulue,96.2757,2.50288,Papunesia,Asia,not endangered,Austronesian,NA
smt,Simte,93.3265,24.5444,Eurasia,Asia,shifting,Sino-Tibetan,NA
snc,Sinaugoro,147.861,-9.79791,Papunesia,Pacific,not endangered,Austronesian,NA
sst,Sinasina,145.032,-6.08728,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
snd,Sindhi,69,26,Eurasia,Asia,not endangered,Indo-European,NA
sgp,Northern Jinghpaw,95.606,27.296,Eurasia,Asia,shifting,Sino-Tibetan,NA
sin,Sinhala,81,8,Eurasia,Asia,not endangered,Indo-European,NA
rmo,Sinte Romani,16.5,47.5,Eurasia,Europe,not endangered,Indo-European,NA
snn,Siona-Tetete,-76.0237,0.31733,South America,Americas,shifting,Tucanoan,NA
xsi,Sio,147.353,-5.96037,Papunesia,Pacific,not endangered,Austronesian,NA
qum,Sipacapense,-91.7041,15.23054,North America,Americas,shifting,Mayan,NA
fos,Siraya,120.315,22.9777,Papunesia,Asia,extinct,Austronesian,NA
srq,Sirionó,-63.9688,-15.5298,South America,Americas,nearly extinct,Tupian,NA
ssd,Siroi,145.994,-5.52893,Papunesia,Pacific,not endangered,Nuclear Trans New Guinea,NA
?,Sisiqa,156.83,-7,Papunesia,?,threatened,Austronesian,NA
?,Situ,102.660664,31.590536,Eurasia,?,?,Sino-Tibetan,prins_grammar_2017
sis,Siuslaw,-124.379,42.5111,North America,Americas,extinct,?,NA
siw,Siwai,155.452,-6.6429,Papunesia,Pacific,not endangered,South Bougainville,onishi_grammar_1994
siz,Siwi,25.519627,29.200415,Africa,Africa,threatened,Afro-Asiatic,NA
akp,Siwu,0.44362,7.23811,Africa,Africa,not endangered,Atlantic-Congo,NA
csy,Sizang Chin,93.6884,23.8192,Eurasia,Asia,not endangered,Sino-Tibetan,stern_provisional_1963
sms,Skolt Saami,29.7204,68.8326,Eurasia,Europe,nearly extinct,Uralic,NA
slv,Slovenian,14.7766,46.2543,Eurasia,Europe,shifting,Indo-European,NA
slk,Slovak,18.78479,48.545705,Eurasia,Europe,threatened,Indo-European,NA
sob,Sobei,138.75,-1.86998,Papunesia,Asia,shifting,Austronesian,NA
sox,So (Cameroon),12.525,3.68257,Africa,Africa,threatened,Atlantic-Congo,NA
cso,Sochiapam Chinantec,-96.6079,17.7985,North America,Americas,shifting,Otomanguean,foris_grammar_2000
soc,So (Democratic Republic of Congo),23.6907,1.25037,Africa,Africa,not endangered,Atlantic-Congo,NA
xog,Soga,33.3942,0.40456,Africa,Africa,not endangered,Atlantic-Congo,NA
sog,Sogdian,?,?,Eurasia,?,extinct,Indo-European,NA
soj,Soi,54.5964,31.8542,Eurasia,Asia,shifting,Indo-European,NA
sby,Soli,28.7934,-15.5213,Africa,Africa,not endangered,Atlantic-Congo,NA
som,Somali,45.152856,4.778704,Africa,Africa,not endangered,Afro-Asiatic,NA
soo,Nsong,18.4978,-4.55057,Africa,Africa,not endangered,Atlantic-Congo,NA
sov,Sonsorol,132.221282,5.328596,Papunesia,Pacific,shifting,Austronesian,NA
sss,Sô,105.001,16.9081,Eurasia,Asia,not endangered,Austroasiatic,NA
teu,Soo,34.7595,2.58367,Africa,Africa,moribund,Kuliak,NA
sqt,Soqotri,53.9168,12.4892,Eurasia,Asia,shifting,Afro-Asiatic,NA
srb,Sora,84.19,19.1213,Eurasia,Asia,not endangered,Austroasiatic,NA
sqo,Sorkhei,53.21897,35.45652,Eurasia,Asia,threatened,Indo-European,NA
hbs,Serbian-Croatian-Bosnian,?,?,Eurasia,?,?,Indo-European,NA
nit,Southeastern Kolami,78.5936,19.6908,Eurasia,Asia,shifting,Dravidian,NA
bcc,Southern Balochi,64,26,Eurasia,Asia,not endangered,Indo-European,NA
fay,Fars Dialects,52.267,29.746,Eurasia,Asia,shifting,Indo-European,NA
pbt,Southern Pashto,68.25,37.17,Eurasia,Asia,not endangered,Indo-European,NA
psi,Southeast Pashayi,70.30351,34.43099,Eurasia,Asia,threatened,Indo-European,NA
alt,Southern Altai,86.8705,50.1347,Eurasia,Asia,shifting,Turkic,NA
azb,South Azerbaijani,48.4302,36.5137,Eurasia,Asia,not endangered,Turkic,NA
uzs,Southern Uzbek,60.6907,36.6099,Eurasia,Asia,not endangered,Turkic,NA
ghe,Southern Ghale,84.8511,28.106,Eurasia,Asia,threatened,Sino-Tibetan,NA
qxs,Southern Qiang,103.384,31.5392,Eurasia,Asia,shifting,Sino-Tibetan,NA
pmj,Southern Pumi,100.622,27.8408,Eurasia,Asia,threatened,Sino-Tibetan,NA
bfs,Southern Bai,100.289,25.519,Eurasia,Asia,not endangered,Sino-Tibetan,fu_plurality_2012
tjs,Southern Tujia,110.022,28.2368,Eurasia,Asia,moribund,Sino-Tibetan,NA
kmc,Southern Dong,109.222,25.8874,Eurasia,Asia,not endangered,Tai-Kadai,gerner_noun_2006
yux,Southern Yukaghir,154.375,64.218,Eurasia,Asia,nearly extinct,Yukaghir,NA
ijs,Southeast Ijo,6.32192,4.44235,Africa,Africa,threatened,Ijoid,NA
kss,Southern Kisi,-10.3377,8.32448,Africa,Africa,not endangered,Atlantic-Congo,NA
fal,South Fali,13.6164,9.51408,Africa,Africa,not endangered,Atlantic-Congo,NA
dga,Central Dagaare,-2.52265,10.4226,Africa,Africa,not endangered,Atlantic-Congo,NA
wib,Southern Toussian,-4.65678,10.877,Africa,Africa,threatened,Atlantic-Congo,NA
sot,Southern Sotho,27.8951,-30.4445,Africa,Africa,not endangered,Atlantic-Congo,NA
nbl,Sumayela Ndebele,29.048,-25.6272,Africa,Africa,not endangered,Atlantic-Congo,NA
grj,Southern Grebo,-7.56872,4.47607,Africa,Africa,not endangered,Atlantic-Congo,NA
dik,Southwestern Dinka,28.0613,8.81115,Africa,Africa,not endangered,Nilotic,NA
bwq,Southern Bobo Madaré,-4.26497,11.5409,Africa,Africa,not endangered,Mande,NA
erk,South Efate,168.377,-17.7006,Papunesia,Pacific,not endangered,Austronesian,NA
sns,Nahavaq,167.477,-16.5116,Papunesia,Pacific,shifting,Austronesian,NA
tvk,Southeast Ambrym,168.211,-16.2975,Papunesia,Pacific,not endangered,Austronesian,NA
nwi,Southwest Tanna,169.35603,-19.57953,Papunesia,Pacific,not endangered,Austronesian,NA
nxl,South Nuaulu,129.148,-3.23411,Papunesia,Asia,not endangered,Austronesian,bolton_preliminary_1990
lmf,Eastern Atadei,123.531,-8.49783,Papunesia,Asia,not endangered,Austronesian,NA
bln,Coastal-Virac Bikol,124.29,13.6989,Papunesia,Asia,not endangered,Austronesian,NA
ssb,Southern Sama,119.483887,4.755836,Papunesia,Asia,not endangered,Austronesian,NA
kjd,Southern Kiwai,143.244,-8.64889,Papunesia,Pacific,not endangered,Kiwaian,NA
ams,Southern Amami-Oshima,129.285,28.1955,Eurasia,Asia,shifting,Japonic,niinaga_grammar_2014
hax,Southern Haida,-132.008,53.2616,North America,Americas,nearly extinct,Haida,levine_skidegate_1977
tce,Southern Tutchone,-136.573,60.7823,North America,Americas,moribund,Athabaskan-Eyak-Tlingit,NA
tix,Southern Tiwa,-106.661,34.7873,North America,Americas,shifting,Kiowa-Tanoan,NA
slh,Southern Puget Sound Salish,-122.141,47.263,North America,Americas,shifting,Salishan,NA
stp,Southeastern Tepehuan,-103.983,23.1584,North America,Americas,threatened,Uto-Aztecan,NA
pom,Southeastern Pomo,-122.599,38.9354,North America,Americas,extinct,Pomoan,NA
peq,Southern Pomo,-122.545,38.7643,North America,Americas,nearly extinct,Pomoan,NA
skd,Southern Sierra Miwok,-120.507,38.2363,North America,Americas,nearly extinct,Miwok-Costanoan,NA
css,Southern Ohlone,-121.487098,36.787073,North America,Americas,extinct,Miwok-Costanoan,NA
quh,South Bolivian Quechua,-66.3331,-20.9201,South America,Americas,not endangered,Quechuan,NA
qxo,Southern Conchucos Ancash Quechua,-76.9854,-9.30995,South America,Americas,threatened,Quechuan,NA
nab,Southern Nambikuára,-59.5187,-14.3707,South America,Americas,shifting,Nambiquaran,NA
ayc,Southern Aymara,-70.3442,-17.1417,South America,Americas,not endangered,Aymaran,NA
pmz,Southern Pame,-99.334,20.966,North America,Americas,extinct,Otomanguean,NA
ajp,South Levantine Arabic,38.0837,31.5601,Eurasia,Asia,not endangered,Afro-Asiatic,NA
?,Southern Gumuz,35.51,9.98,?,?,not endangered,Gumuz,NA
?,Southwestern Dargwa,47.565486,41.977226,?,?,?,Nakh-Daghestanian,NA
spt,Spiti Bhoti,77.833,32.526,Eurasia,Asia,shifting,Sino-Tibetan,NA
spo,Spokane,-118.062,47.9087,North America,Americas,moribund,Salishan,NA
squ,Squamish,-123.014,49.3231,North America,Americas,nearly extinct,Salishan,NA
srn,Sranan Tongo,-55.33,5.83,South America,Americas,not endangered,Indo-European,NA
sci,Sri Lanka Malay,79.864,6.91603,Eurasia,Asia,shifting,Austronesian,NA
spa,Spanish,-1.11788,40.4414,Eurasia,Americas,not endangered,Indo-European,NA
cat,Catalan,1.569,41.453,Eurasia,Europe,threatened,Indo-European,NA
fra,French,2,48,Eurasia,Europe,not endangered,Indo-European,NA
eng,English,-1,53,Eurasia,Americas,not endangered,Indo-European,NA
deu,German,12.4676,48.649,Eurasia,Europe,not endangered,Indo-European,NA
zsm,Standard Malay,101.699,3.08896,Eurasia,Asia,not endangered,Austronesian,ajamiseba_classical_1983
arb,Standard Arabic,43.8525,27.9625,Eurasia,Asia,not endangered,Afro-Asiatic,NA
sbu,Stod Bhoti,77.116,32.497,Eurasia,Asia,not endangered,Sino-Tibetan,NA
sto,Stoney,-114.984,51.1939,North America,Americas,shifting,Siouan,NA
str,Straits Salish,-123.757114,48.51614,North America,Americas,nearly extinct,Salishan,NA
szp,Suabo,132.157,-2.07971,Papunesia,Asia,nearly extinct,Inanwatan,NA
sxb,Suba,34.1033,-0.95719,Africa,Africa,not endangered,Atlantic-Congo,NA
ssc,Suba-Simbiti,34.268,-1.103296,Africa,Africa,threatened,Atlantic-Congo,NA
sbs,Subiya,24.8867,-17.5696,Africa,Africa,threatened,Atlantic-Congo,NA
sut,Subtiaba,-86.9166,12.4667,North America,Americas,extinct,Otomanguean,NA
apd,Sudanese Arabic,33.3179,17.8021,Africa,Africa,not endangered,Afro-Asiatic,NA
pga,Sudanese Creole Arabic,28.774,5.654,Africa,Africa,not endangered,Afro-Asiatic,NA
tgo,Sudest,153.488,-11.5229,Papunesia,Pacific,not endangered,Austronesian,NA
sue,Suena,147.534,-7.76339,Papunesia,Pacific,shifting,Nuclear Trans New Guinea,NA
sgi,Nizaa,12.3779,7.12906,Africa,Africa,not endangered,Atlantic-Congo,NA
swi,Sui,106.563,24.0488,Eurasia,Asia,not endangered,Tai-Kadai,NA
syk,Sukur,13.6437,10.8933,Africa,Africa,threatened,Afro-Asiatic,NA
sua,Sulka,151.891,-5.03471,Papunesia,Pacific,shifting,?,NA
suv,Eastern Puroik,92.3557,27.6589,Eurasia,Asia,shifting,Sino-Tibetan,NA
smw,Sumbawa,117.472,-8.71919,Papunesia,Asia,not endangered,Austronesian,hayami-allen_descriptive_1995
sux,Sumerian,45.6667,31.3,Eurasia,?,extinct,?,NA
nsm,Sumi Naga,94.4235,25.9996,Eurasia,Asia,not endangered,Sino-Tibetan,NA
sun,Sundanese,107.106,-6.89708,Papunesia,Asia,not endangered,Austronesian,NA
suz,Sunwar,86.2476,27.5201,Eurasia,Asia,shifting,Sino-Tibetan,borchers_grammar_2007
spp,Supyire Senoufo,-5.87709,11.632,Africa,Africa,not endangered,Atlantic-Congo,NA
?,Surgut Khanty,73.35,61.25,Eurasia,?,nearly extinct,Uralic,NA
suq,Tirma-Chai,35.0823,6.03205,Africa,Africa,threatened,Surmic,NA
sgz,Sursurunga,152.768,-3.99078,Papunesia,Pacific,not endangered,Austronesian,NA
sus,Susu,-13.3628,10.4046,Africa,Africa,not endangered,Mande,NA
sva,Svan,42.5915,42.9134,Eurasia,Asia,threatened,Kartvelian,NA
swg,Swabian,7.12775,49.3879,Eurasia,Europe,threatened,Indo-European,NA
swh,Swahili,37.624,-8.25605,Africa,Africa,shifting,Atlantic-Congo,NA
csw,Swampy Cree,-95,56,North America,Americas,threatened,Algic,NA
ssw,Swati,31.5,-26,Africa,Africa,threatened,Atlantic-Congo,NA
swe,Swedish,17.389526,59.800634,Eurasia,Europe,not endangered,Indo-European,NA
gsw,Swiss German,8.46419,47.0516,Eurasia,Europe,threatened,Indo-European,NA
?,Syan,34.337012,1.280475,Africa,?,?,Atlantic-Congo,NA
xdk,Sydney,150.3490464,-33.52925837,Australia,?,extinct,Pama-Nyungan,NA
syl,Sylheti,92.25347,24.83724,Eurasia,Asia,not endangered,Indo-European,mishra_aspects_2013
tby,Tabaru,127.633,1.46563,Papunesia,Asia,not endangered,North Halmahera,NA
chf,Tabasco Chontal,-92.7367,18.1713,North America,Americas,threatened,Mayan,NA
shi,Tachelhit,-7.77879,29.7854,Africa,Africa,not endangered,Afro-Asiatic,NA
dsq,Tadaksahak,2.32653,16.685,Africa,Africa,not endangered,Songhay,NA
tcd,Tafi,0.39875,6.79522,Africa,Africa,threatened,Atlantic-Congo,NA
tgl,Tagalog,121.747,14.06,Papunesia,Asia,not endangered,Austronesian,NA
tbw,Tagbanwa,118.497,9.54263,Papunesia,Asia,not endangered,Austronesian,NA
tgx,Tagish,-134.799,60.242,North America,Americas,nearly extinct,Athabaskan-Eyak-Tlingit,NA
tgj,Tagin,94.221711,27.986064,Eurasia,?,threatened,Sino-Tibetan,mara_interactive_2010
tag,Tagoi,30.9306,12.0346,Africa,Africa,threatened,Rashad,NA
thv,Tahaggart Tamahaq,8.73169,22.5908,Africa,Africa,threatened,Afro-Asiatic,NA
tah,Tahitian,-149.45,-17.6485,Papunesia,Pacific,not endangered,Austronesian,NA
tht,Tahltan,-130.052,58.4498,North America,Americas,nearly extinct,Athabaskan-Eyak-Tlingit,NA
gpn,Taiap,144.506,-4.05047,Papunesia,Pacific,moribund,?,NA
blt,Tai Dam,102.928,18.9572,Eurasia,Asia,not endangered,Tai-Kadai,NA
tyj,Tai Do-Mene-Yo,104.938,19.1801,Eurasia,Asia,not endangered,Tai-Kadai,ferlus_tai_2008
tyr,Tai Daeng,104.625,20.4559,Eurasia,Asia,shifting,Tai-Kadai,diller_zhuang_2004-1
twh,Tai Dón,103.570496667,21.84898,Eurasia,Asia,not endangered,Tai-Kadai,NA
tdd,Tai Nüa,99.722,21.7837,Eurasia,Asia,shifting,Tai-Kadai,NA
ago,Tainae,145.682,-7.40306,Papunesia,Pacific,not endangered,Angan,NA
uar,Tairuma,145.732,-7.94866,Papunesia,Pacific,not endangered,Eleman,NA
dav,Taita,38.57254,-3.79347,Africa,Africa,not endangered,Atlantic-Congo,NA
acq,Ta'izzi-Adeni Arabic,45.6411,13.6555,Eurasia,Asia,not endangered,Afro-Asiatic,NA
tgk,Tajik,68.5549,38.8213,Eurasia,Asia,not endangered,Indo-European,NA
tdj,Tajio,120.01,-0.31553,Papunesia,Asia,shifting,Austronesian,mayani_grammar_2013
tks,Takestani,47.9954,38.1971,Eurasia,Asia,not endangered,Indo-European,NA
tkm,Takelma,-123.452,42.423,North America,Americas,extinct,?,NA
tbc,Takia,145.975,-4.69057,Papunesia,Pacific,not endangered,Austronesian,NA
nho,Takuu,157.032085,-4.773094,Papunesia,Pacific,not endangered,Austronesian,NA
tld,Talaud,126.795,4.11846,Papunesia,Asia,not endangered,Austronesian,NA
tlr,Talise,160.231,-9.76764,Papunesia,Pacific,not endangered,Austronesian,NA
tly,North-Central Talysh,48.6349,38.4552,Eurasia,Asia,not endangered,Indo-European,NA
taq,Tamasheq,-2.41269,14.2038,Africa,Africa,shifting,Afro-Asiatic,NA
kzt,Tambunan Dusun,116.373,5.68284,Papunesia,Asia,threatened,Austronesian,omar_kadazan_1980
tam,Tamil,78.825989,10.520219,Eurasia,Asia,not endangered,Dravidian,NA
tfn,Tanaina,-150.759,60.4712,North America,Americas,moribund,Athabaskan-Eyak-Tlingit,NA
tcb,Tanacross,-143.338,63.4046,North America,Americas,nearly extinct,Athabaskan-Eyak-Tlingit,NA
txg,Tangut,102.246464,38.894904,Eurasia,?,extinct,Sino-Tibetan,gong_tangut_2016
nmf,East-Central Tangkhul Naga,94.3567,25.0489,Eurasia,Asia,shifting,Sino-Tibetan,NA
tgp,Movono,166.958,-15.5643,Papunesia,Pacific,shifting,Austronesian,NA
?,Tangwang,103.54273,35.803799,Eurasia,?,shifting,Sino-Tibetan,xu_tangwang_2017
?,Tangam,94.98,28.95,Eurasia,?,threatened,Sino-Tibetan,post_tangam_2017
tnc,Tanimuca-Retuarã,-70.3853,-0.59023,South America,Americas,shifting,Tucanoan,strom_retuara_1992
afp,Tapei,143.337,-4.77763,Papunesia,Pacific,shifting,Arafundi,NA
tpj,Tapieté,-62.684,-21.4169,South America,Americas,shifting,Tupian,NA
tro,Tarao,94.1703,24.4003,Eurasia,Asia,shifting,Sino-Tibetan,NA
tae,Tariana,-68.9042,0.440205,South America,Americas,nearly extinct,Arawakan,NA
rif,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,-3.430616,34.916974,Africa,Africa,moribund,Afro-Asiatic,NA
yer,Tarok,10.0288,8.98356,Africa,Africa,not endangered,Atlantic-Congo,NA
trv,Seediq,121.358,23.9032,Papunesia,Asia,nearly extinct,Austronesian,NA
twq,Tasawaq,6.92037,16.7814,Africa,Africa,shifting,Songhay,NA
